subject,stage,lzc_mean_channels,lzc_multivariado,exponent_1f
0,W,0.5890880860545453,0.5836097255203208,1.7485514364611072
0,W,0.5640614680195484,0.5543246496877599,1.7362214487293621
0,W,0.4389283778445632,0.43090897296482467,1.8595865440318522
0,W,0.5005323606999406,0.5020298714153297,1.5588343960939648
0,W,0.4620298714153297,0.45391867540469394,1.7156230955278593
0,W,0.56983684141224,0.5501410674259655,1.680791147631588
0,W,0.5217087298064764,0.5208559915934046,1.671459118949484
0,W,0.4620298714153297,0.4476433020120023,1.5434685449097398
0,W,0.573687090340701,0.556416440818657,1.6612043061374768
0,W,0.5294092276633986,0.5271313649860961,1.609809844820543
0,W,0.5717619658764705,0.5606000230804515,1.6891764321769076
0,W,0.5833127126618538,0.5898850989130124,1.6917798951765985
0,W,0.6699433135522281,0.6610059973635175,1.165872783195641
0,W,0.6025639573041591,0.5898850989130124,1.6258339945450833
0,W,0.519783605342246,0.525039573855199,1.71952564508923
0,W,0.5467353478414735,0.535498529509685,1.7017161887452805
0,W,0.6044890817683897,0.6024358456983957,1.5566943839046024
0,W,0.573687090340701,0.575242560996732,1.6835784420000297
0,W,0.5890880860545453,0.5815179343894236,1.4621399689102113
0,W,0.5294092276633986,0.5334067383787878,1.36686195122433
0,W,0.6141147040895424,0.596160472305704,1.2917681890565489
0,W,0.527484103199168,0.5187642004625074,1.223506314162014
0,W,0.5775373392691622,0.5626918142113487,1.1888255256198064
0,W,0.548660472305704,0.5375903206405822,1.4065672052903881
0,W,0.6083393306968508,0.5919768900439096,1.0676742796389163
0,W,0.5294092276633986,0.5124888270698158,1.1758292554457421
0,W,0.5101579830210932,0.4999380802844325,1.2898105350782332
0,W,0.5467353478414735,0.5417739029023766,1.3928653176020331
0,W,0.5448102233772429,0.5417739029023766,1.1698825760748655
0,W,0.6044890817683897,0.5877933077821152,1.3362477865160938
0,W,0.6314408242676173,0.6296291304000593,0.9987092888577589
0,W,0.6449166955172311,0.6400880860545454,0.9367383612116487
0,W,0.6680181890879975,0.6547306239708258,0.9228891064518077
0,W,0.6218152019464646,0.6066194279601901,1.1858860209371753
0,W,0.6333659487318478,0.6212619658764705,0.9312148413500496
0,W,0.5294092276633986,0.5229477827243018,0.9552911728992177
0,W,0.5351846010560902,0.5187642004625074,1.2724652380482722
0,W,0.598713708375698,0.575242560996732,1.2653039753745867
0,W,0.6680181890879975,0.6610059973635175,0.7244554722391484
0,W,0.591013210518776,0.5815179343894236,1.1943424977923691
0,W,0.548660472305704,0.5396821117714794,1.495924817992647
0,W,0.594863459447237,0.5731507698658348,1.1166133618757494
0,W,0.6564674423026143,0.646363459447237,0.9878907839534888
0,W,0.5525107212341651,0.5396821117714794,1.1789737459057248
0,W,0.5409599744487819,0.5334067383787878,1.111356473961834
0,W,0.6314408242676173,0.6296291304000593,1.136956951058319
0,W,0.6275905753391562,0.6233537570073677,1.3955304020512167
0,W,0.548660472305704,0.535498529509685,1.2997889879808382
0,W,0.5332594765918597,0.5375903206405822,1.1028807187354754
0,W,0.35037265248995836,0.3388701632053476,1.7455025889744766
0,W,0.5294092276633986,0.5334067383787878,1.3204089033099307
0,W,0.5679117169480095,0.5689671876040403,1.7910533834824267
0,W,0.5967885839114675,0.6003440545674984,1.5831067330450794
0,W,0.6179649530180035,0.6128948013528817,1.737526563710209
0,W,0.5852378371260842,0.5794261432585264,1.621750506441101
0,W,0.6295156998033867,0.6254455481382649,1.7485844967705106
0,W,0.5582860946268567,0.5543246496877599,1.8092251192940352
0,W,0.5910132105187759,0.5898850989130124,1.754314892053825
0,W,0.6006388328399286,0.5919768900439096,1.8403052616526048
0,W,0.6468418199814616,0.635904503792751,1.734604498169535
0,N1,0.6237403264106951,0.6149865924837788,1.8779771957005864
0,N1,0.5813875881976232,0.5710589787349375,1.809966175426512
0,N1,0.5140082319495543,0.5187642004625074,1.838893331244008
0,N1,0.5101579830210932,0.5020298714153297,2.188578567603778
0,N2,0.42737763105918,0.4162664350485442,2.2568149290170294
0,N2,0.4235273821307189,0.4267253907030302,2.204217261812884
0,N2,0.43122787998764106,0.4267253907030302,2.3924143368856257
0,N2,0.4658801203437908,0.4581022576664884,2.3237894130668706
0,N2,0.47743086712917404,0.4664694221900772,2.3169922608119764
0,N2,0.49283186284301833,0.48320375123725484,2.3241024264465184
0,N2,0.46973036927225187,0.45601046653559113,2.2980231568100598
0,N2,0.4543293735584075,0.4434597197502079,2.5127515232288102
0,N2,0.48320624052186567,0.48529554236815203,2.3785982731618303
0,N2,0.42737763105918,0.4267253907030302,2.5976936516521794
0,N2,0.47358061820071296,0.44973509314289956,2.4911734245424855
0,N2,0.4158268842737967,0.4162664350485442,2.5617386326649245
0,N2,0.4216022576664884,0.4099910616558526,2.602612422401994
0,N3,0.4081263864168746,0.40162389713226376,2.7308414330007356
0,N2,0.41390175980956617,0.40162389713226376,2.6658807634757355
0,N3,0.40620126195264405,0.39953210600136657,2.828382130306859
0,N3,0.35807315034688053,0.353512701121628,2.853162826279287
