subject,stage,lzc_mean_channels,lzc_Fpz-Cz,lzc_Pz-Oz,lzc_Event_marker
0,W,0.4145434679643097,0.5467353478414735,0.6314408242676173,0.06545423178383837
0,W,0.4004258885599525,0.47358061820071296,0.6545423178383838,0.07315472964076054
0,W,0.31058674689586047,0.3388219057045751,0.5390348499845513,0.05390348499845513
0,W,0.3580731503468806,0.4620298714153297,0.5390348499845513,0.07315472964076054
0,W,0.3311214078476529,0.41197663534533563,0.5120831074853237,0.06930448071229946
0,W,0.40299272117892654,0.48898161391455724,0.6506920689099227,0.06930448071229946
0,W,0.3709073134417508,0.4966821117714794,0.5467353478414735,0.06930448071229946
0,W,0.3311214078476529,0.39657563963149134,0.527484103199168,0.06930448071229946
0,W,0.40427613748841346,0.4581796224868686,0.6891945581945335,0.06545423178383837
0,W,0.37732439498918596,0.43892837784456323,0.619890077482234,0.07315472964076054
0,W,0.40427613748841357,0.48898161391455724,0.6545423178383838,0.06930448071229946
0,W,0.40812638641687465,0.5467353478414735,0.619890077482234,0.05775373392691621
0,W,0.4684469529627649,0.6545423178383838,0.6853443092660724,0.06545423178383837
0,W,0.42096054951174483,0.523633854270707,0.6814940603376113,0.05775373392691621
0,W,0.3683404808227768,0.4620298714153297,0.5775373392691622,0.06545423178383837
0,W,0.3837414765366211,0.47743086712917404,0.6160398285537729,0.05775373392691621
0,W,0.42609421474969295,0.5890880860545453,0.619890077482234,0.06930448071229946
0,W,0.4055595537979005,0.5428850989130124,0.6044890817683897,0.06930448071229946
0,W,0.4183937168927708,0.5736870903407011,0.6044890817683897,0.07700497856922162
0,W,0.37732439498918596,0.47743086712917404,0.5813875881976233,0.07315472964076054
0,W,0.4325112962971281,0.4427786267730243,0.7854507814060605,0.06930448071229946
0,W,0.37219072975123785,0.41197663534533563,0.6429915710530005,0.06160398285537729
0,W,0.40812638641687465,0.4427786267730243,0.7122960517653,0.06930448071229946
0,W,0.3888751417745692,0.46973036927225187,0.6275905753391562,0.06930448071229946
0,W,0.42609421474969295,0.5082328585568627,0.7084458028368389,0.06160398285537729
0,W,0.37732439498918596,0.4158268842737967,0.6429915710530005,0.07315472964076054
0,W,0.3644902318943157,0.4235273821307189,0.5967885839114675,0.07315472964076054
0,W,0.3875917254650822,0.3773243949891859,0.7161463006937611,0.06930448071229946
0,W,0.3837414765366211,0.47743086712917404,0.6121895796253118,0.06160398285537729
0,W,0.4235273821307189,0.5313343521276291,0.6776438114091502,0.06160398285537729
0,W,0.4427786267730243,0.4081263864168746,0.85475526211836,0.06545423178383837
0,W,0.44919570832045946,0.43122787998764106,0.858605511046821,0.05775373392691621
0,W,0.4710137855817389,0.45047912462994644,0.8855572535460486,0.07700497856922162
0,W,0.4376449615350762,0.43507812891610215,0.808552274976827,0.06930448071229946
0,W,0.44406204308251135,0.3696238971322638,0.8971080003314319,0.06545423178383837
0,W,0.37604097867969893,0.28491842070612,0.7739000346206772,0.06930448071229946
0,W,0.37604097867969893,0.4004258885599524,0.669943313552228,0.05775373392691621
0,W,0.42224396582123186,0.42737763105918,0.7700497856922162,0.06930448071229946
0,W,0.4658801203437908,0.523633854270707,0.8124025239052881,0.06160398285537729
0,W,0.41711030058328386,0.3619233992753416,0.8201030217622103,0.06930448071229946
0,W,0.39015855808405625,0.35422290141841944,0.7430980431929886,0.07315472964076054
0,W,0.4183937168927708,0.3619233992753416,0.8278035196191323,0.06545423178383837
0,W,0.4633132877248167,0.4466288757014854,0.8663060089037432,0.07700497856922162
0,W,0.3914419743935433,0.3773243949891859,0.7276970474791443,0.06930448071229946
0,W,0.38117464391764705,0.4158268842737967,0.6660930646237669,0.06160398285537729
0,W,0.4427786267730243,0.48898161391455724,0.7739000346206772,0.06545423178383837
0,W,0.44021179415405026,0.3657736482038027,0.8894075024745097,0.06545423178383837
0,W,0.3888751417745692,0.35037265248995836,0.7469482921214496,0.06930448071229946
0,W,0.37989122760816,0.331121407847653,0.7353975453360665,0.07315472964076054
0,W,0.25668326189740537,0.334971656776114,0.3657736482038027,0.06930448071229946
0,W,0.3747575623702119,0.523633854270707,0.5351846010560902,0.06545423178383837
0,W,0.4017093048694395,0.527484103199168,0.6083393306968508,0.06930448071229946
0,W,0.4145434679643097,0.5852378371260843,0.6083393306968508,0.05005323606999405
0,W,0.4363615452255892,0.6275905753391562,0.6083393306968508,0.07315472964076054
0,W,0.4106932190358486,0.5813875881976233,0.5890880860545453,0.06160398285537729
0,W,0.4427786267730243,0.6545423178383838,0.6044890817683897,0.06930448071229946
0,W,0.3914419743935433,0.5544358456983957,0.5621363435553178,0.05775373392691621
0,W,0.41711030058328374,0.5929383349830064,0.5890880860545453,0.06930448071229946
0,W,0.4248107984402059,0.6121895796253118,0.5890880860545453,0.07315472964076054
0,W,0.4517625409394335,0.6352910731960784,0.6583925667668449,0.06160398285537729
0,N1,0.43892837784456323,0.5967885839114675,0.6506920689099227,0.06930448071229946
0,N1,0.41197663534533563,0.5736870903407011,0.5890880860545453,0.07315472964076054
0,N1,0.36320681558482865,0.523633854270707,0.5043826096284016,0.06160398285537729
0,N1,0.36320681558482865,0.49283186284301833,0.527484103199168,0.06930448071229946
0,N2,0.30801991427688646,0.4158268842737967,0.43892837784456323,0.06930448071229946
0,N2,0.30801991427688646,0.39272539070303025,0.4543293735584075,0.07700497856922162
0,N2,0.30801991427688646,0.43507812891610215,0.42737763105918,0.06160398285537729
0,N2,0.33753848939508807,0.4427786267730243,0.48898161391455724,0.0808552274976827
0,N2,0.3375384893950881,0.4620298714153297,0.49283186284301833,0.05775373392691621
0,N2,0.35037265248995836,0.46973036927225187,0.5159333564137848,0.06545423178383837
0,N2,0.33497165677611407,0.46973036927225187,0.46973036927225187,0.06545423178383837
0,N2,0.3259877426097048,0.4235273821307189,0.4851313649860962,0.06930448071229946
0,N2,0.34395557094252327,0.47743086712917404,0.48898161391455724,0.06545423178383837
0,N2,0.30801991427688646,0.4196771332022578,0.43507812891610215,0.06930448071229946
0,N2,0.3375384893950881,0.42737763105918,0.5197836053422459,0.06545423178383837
0,N2,0.3003194164199643,0.381174643917647,0.45047912462994644,0.06930448071229946
0,N2,0.3067364979673995,0.39657563963149134,0.4466288757014854,0.07700497856922162
0,N3,0.29518575118201623,0.3696238971322638,0.4466288757014854,0.06930448071229946
0,N2,0.29903600011047726,0.3773243949891859,0.45047912462994644,0.06930448071229946
0,N3,0.2926189185630422,0.38887514177456917,0.4235273821307189,0.06545423178383837
0,N3,0.26053351082586645,0.331121407847653,0.3850248928461081,0.06545423178383837
0,N3,0.2618169271353535,0.3272711589191919,0.38887514177456917,0.06930448071229946
0,N3,0.2720842576112497,0.3696238971322638,0.381174643917647,0.06545423178383837
0,N3,0.24513251511202216,0.3234209099907308,0.3388219057045751,0.07315472964076054
0,N3,0.2374320172551,0.26951742499227566,0.3696238971322638,0.07315472964076054
0,N3,0.24384909880253514,0.3195706610622697,0.3426721546330362,0.06930448071229946
0,N3,0.25539984558791834,0.3388219057045751,0.35807315034688053,0.06930448071229946
0,N3,0.24128226618356108,0.3041696653484254,0.35807315034688053,0.06160398285537729
0,N3,0.22716468677920376,0.2887686696345811,0.3272711589191919,0.06545423178383837
0,N3,0.23486518463612593,0.3003194164199643,0.334971656776114,0.06930448071229946
0,N3,0.2374320172551,0.3388219057045751,0.31572041213380864,0.05775373392691621
0,N3,0.24384909880253514,0.3041696653484254,0.34652240356149727,0.0808552274976827
0,N3,0.23871543356458702,0.2964691674915032,0.35807315034688053,0.06160398285537729
0,N3,0.2156139399938205,0.26951742499227566,0.3234209099907308,0.05390348499845513
0,N3,0.24128226618356108,0.3272711589191919,0.334971656776114,0.06160398285537729
0,N3,0.22203102154125565,0.2926189185630422,0.3041696653484254,0.06930448071229946
0,N3,0.2245978541602297,0.2926189185630422,0.30801991427688646,0.07315472964076054
0,N3,0.22716468677920376,0.27721792284919783,0.331121407847653,0.07315472964076054
0,N3,0.18609536487561892,0.21561393999382053,0.27336767392073674,0.06930448071229946
0,W,0.33497165677611407,0.527484103199168,0.4158268842737967,0.06160398285537729
0,N3,0.23999884987407405,0.31187016320534755,0.3426721546330362,0.06545423178383837
0,N3,0.2553998455879184,0.3195706610622697,0.3696238971322638,0.07700497856922162
0,N2,0.2939023348725292,0.4081263864168746,0.4158268842737967,0.05775373392691621
0,N2,0.24128226618356108,0.3003194164199643,0.35807315034688053,0.06545423178383837
0,N3,0.2464159314215092,0.35422290141841944,0.31572041213380864,0.06930448071229946
0,N3,0.25411642927843137,0.3696238971322638,0.3272711589191919,0.06545423178383837
0,N3,0.22716468677920376,0.30801991427688646,0.30801991427688646,0.06545423178383837
0,N3,0.25539984558791834,0.3195706610622697,0.381174643917647,0.06545423178383837
0,N3,0.23101493570766485,0.30801991427688646,0.31187016320534755,0.07315472964076054
0,N3,0.2335817683266389,0.31572041213380864,0.31187016320534755,0.07315472964076054
0,N3,0.23486518463612593,0.31187016320534755,0.3234209099907308,0.06930448071229946
0,N3,0.22203102154125565,0.2887686696345811,0.31187016320534755,0.06545423178383837
0,N3,0.23871543356458702,0.3003194164199643,0.34652240356149727,0.06930448071229946
0,N3,0.19636269535151515,0.23871543356458702,0.2887686696345811,0.06160398285537729
0,N2,0.3054530816579124,0.4581796224868686,0.39272539070303025,0.06545423178383837
0,N2,0.2708008413017627,0.3272711589191919,0.4081263864168746,0.07700497856922162
0,N2,0.2810681717776589,0.4004258885599524,0.381174643917647,0.06160398285537729
0,N2,0.2708008413017627,0.3426721546330362,0.4042761374884135,0.06545423178383837
0,N2,0.2977525838009903,0.4196771332022578,0.4081263864168746,0.06545423178383837
0,N2,0.26951742499227566,0.39272539070303025,0.34652240356149727,0.06930448071229946
0,N2,0.33497165677611407,0.45047912462994644,0.4812811160576351,0.07315472964076054
0,N3,0.26951742499227566,0.3619233992753416,0.3734741460607248,0.07315472964076054
